ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
431	2	1	1	0.000000	16.500000	16.500000	0.000000	0.000000	0	18	0
432	38	1	1	0.000000	14.842105	7.526316	0.000000	0.000000	0	37	0
433	18	1	1	0.000000	9.944444	6.444444	0.000000	0.000000	0	15	0
434	2	1	1	0.000000	10.000000	10.000000	0.000000	0.000000	0	10	0
435	675	0	0	0.000000	12.090370	11.376296	0.000000	0.000000	0	28	0
436	24	1	1	0.000000	20.541667	16.916667	0.000000	0.000000	0	28	0
437	1	1	1	0.000000	42.000000	42.000000	0.000000	0.000000	0	42	0
438	3	2	1	0.000000	36.000000	30.000000	0.000000	0.000000	0	36	0
439	5	1	1	0.000000	16.000000	15.200000	0.000000	0.000000	0	18	0
440	8	1	1	0.000000	13.750000	13.750000	0.000000	0.000000	0	15	0
441	1	1	2	0.000000	35.000000	35.000000	0.000000	0.000000	0	35	0
442	1	1	1	0.000000	38.000000	31.000000	0.000000	0.000000	0	38	0
443	54	1	0	0.000000	13.370370	10.592593	0.000000	0.000000	0	19	0
444	1	2	2	0.000000	1690.000000	22.000000	0.000000	0.000000	0	1036	0
445	1	2	1	0.000000	64.000000	22.000000	0.000000	0.000000	0	943	0
446	10	2	1	0.000000	32.400000	24.200000	0.000000	0.000000	0	26	0
447	42	1	1	0.000000	14.500000	10.904762	0.000000	0.000000	0	11	0
448	11	1	1	0.000000	29.545455	29.090909	0.000000	0.000000	0	47	0
449	24	1	3	0.000000	60.708333	26.333333	0.000000	0.000000	0	490	0
450	1	1	1	0.000000	38.000000	25.000000	0.000000	0.000000	0	39	0
451	3	2	2	0.000000	57.000000	30.000000	0.000000	0.000000	0	59	0
452	99	1	1	0.000000	22.353535	11.121212	0.000000	0.000000	0	50	0
453	30	1	1	0.000000	27.666667	15.266667	0.000000	0.000000	0	21	0
454	1	2	3	0.000000	192.000000	54.000000	0.000000	0.000000	0	719	0
455	2	1	1	0.000000	13.000000	5.500000	0.000000	0.000000	0	14	0
456	4	2	1	0.000000	21.250000	21.250000	0.000000	0.000000	0	13	0
457	11	2	1	0.000000	24.818182	24.818182	0.000000	0.000000	0	31	0
458	12	1	1	0.000000	12.500000	10.500000	0.000000	0.000000	0	15	0
459	669	0	0	0.000000	20.233184	18.690583	0.000000	0.000000	0	50	0
460	21	1	1	0.000000	28.619048	19.190476	0.000000	0.000000	0	54	0
461	206	0	0	0.000000	13.679612	12.237864	0.000000	0.000000	0	16	0
462	3	2	1	0.000000	850.333333	282.000000	0.000000	0.000000	0	781	0
463	2	1	2	0.000000	968.500000	217.000000	0.000000	0.000000	0	830	0
464	3	5	2	0.000000	988.666667	276.666667	0.000000	0.000000	0	935	0
465	1	2	2	0.000000	396.000000	210.000000	0.000000	0.000000	0	367	0
466	1	2	1	0.000000	353.000000	83.000000	0.000000	0.000000	0	335	0
467	6	2	1	0.000000	316.666667	60.666667	0.000000	0.000000	0	274	0
468	1	1	1	0.000000	267.000000	67.000000	0.000000	0.000000	0	174	0
469	209	0	0	0.000000	30.507177	29.569378	0.000000	0.000000	0	36	0
470	12	1	1	0.000000	27.916667	26.416667	0.000000	0.000000	0	52	0
471	6	1	1	0.000000	54.833333	54.833333	0.000000	0.000000	0	56	0
472	1	2	1	0.000000	370.000000	240.000000	0.000000	0.000000	0	310	0
473	4	1	1	0.000000	42.500000	41.500000	0.000000	0.000000	0	45	0
474	6	1	5	0.000000	842.000000	57.833333	0.000000	0.000000	0	835	0
475	3	2	3	0.000000	965.666667	192.333333	0.000000	0.000000	0	981	0
476	5	1	1	0.000000	127.800000	127.800000	0.000000	0.000000	0	133	0
477	81	1	1	0.000000	14.407407	8.728395	0.000000	0.000000	0	41	0
478	2	1	1	0.000000	852.000000	94.000000	0.000000	0.000000	0	809	0
479	4	2	1	0.000000	359.750000	73.000000	0.000000	0.000000	0	355	0
480	4	1	1	0.000000	319.250000	94.750000	0.000000	0.000000	0	309	0
481	3	2	3	0.000000	403.666667	261.000000	0.000000	0.000000	0	400	0
482	10	1	1	0.000000	16.000000	16.000000	0.000000	0.000000	0	16	0
483	9	1	1	0.000000	30.222222	27.555556	0.000000	0.000000	0	39	0
484	20	1	1	0.000000	53.300000	50.250000	0.000000	0.000000	0	55	0
485	3	1	1	0.000000	9.000000	8.333333	0.000000	0.000000	0	9	0
486	3	1	1	0.000000	55.333333	55.333333	0.000000	0.000000	0	56	0
487	7	2	1	0.000000	36.571429	36.571429	0.000000	0.000000	0	38	0
488	2	1	2	0.000000	63.500000	23.500000	0.000000	0.000000	0	51	0
489	3	1	1	0.000000	10.666667	10.666667	0.000000	0.000000	0	11	0
490	2	1	3	0.000000	60.000000	54.000000	0.000000	0.000000	0	60	0
491	1	2	2	0.000000	91.000000	91.000000	0.000000	0.000000	0	250	0
492	2	1	1	0.000000	53.000000	53.000000	0.000000	0.000000	0	64	0
493	9	1	1	0.000000	10.888889	10.888889	0.000000	0.000000	0	4	0
494	2	6	2	0.000000	1830.500000	24.000000	0.000000	0.000000	0	1000	0
495	2	1	1	0.000000	50.500000	50.500000	0.000000	0.000000	0	54	0
496	6	1	2	0.000000	72.500000	51.166667	0.000000	0.000000	0	84	0
497	2	1	4	0.000000	939.000000	64.500000	0.000000	0.000000	0	895	0
498	1	2	2	0.000000	823.000000	44.000000	0.000000	0.000000	0	784	0
499	2	1	1	0.000000	27.000000	27.000000	0.000000	0.000000	0	30	0
500	1	1	2	0.000000	37.000000	32.000000	0.000000	0.000000	0	37	0
501	2	2	2	0.000000	18.500000	7.000000	0.000000	0.000000	0	20	0
502	2	1	1	0.000000	23.500000	7.500000	0.000000	0.000000	0	24	0
503	1	1	2	0.000000	1637.000000	11.000000	0.000000	0.000000	0	1289	0
504	2	1	2	0.000000	1051.000000	15.500000	0.000000	0.000000	0	1865	0
505	105	0	0	0.000000	10.600000	9.685714	0.000000	0.000000	0	9	0
506	389	0	0	0.000000	24.149100	19.580977	0.000000	0.000000	0	40	0
507	49	1	1	0.000000	20.204082	15.755102	0.000000	0.000000	0	32	0
508	65	1	0	0.000000	11.769231	7.369231	0.000000	0.000000	0	14	0
509	49	1	1	0.000000	20.653061	10.183673	0.000000	0.000000	0	1127	0
510	23	2	1	0.000000	32.347826	28.260870	0.000000	0.000000	0	43	0
511	23	1	1	0.000000	15.956522	15.000000	0.000000	0.000000	0	27	0
512	110	0	1	0.000000	12.381818	8.654545	0.000000	0.000000	0	17	0
513	2	1	2	0.000000	19.000000	19.000000	0.000000	0.000000	0	13	0
514	1	2	2	0.000000	75.000000	30.000000	0.000000	0.000000	0	882	0
515	1	3	2	0.000000	1708.000000	30.000000	0.000000	0.000000	0	963	0
516	220	0	0	0.000000	25.786364	20.900000	0.000000	0.000000	0	26	0
517	10	1	1	0.000000	16.200000	16.200000	0.000000	0.000000	0	23	0
518	0	1	3	Inf	Inf	Inf	Inf	Inf	0	330	0
519	3	1	1	0.000000	43.000000	25.666667	0.000000	0.000000	0	44	0
520	5	1	1	0.000000	16.000000	16.000000	0.000000	0.000000	0	16	0
521	112	1	1	0.000000	14.794643	10.330357	0.000000	0.000000	0	28	0
522	37	1	2	0.000000	15.351351	14.000000	0.000000	0.000000	0	15	0
523	2	1	1	0.000000	21.500000	20.500000	0.000000	0.000000	0	14	0
524	14	1	1	0.000000	21.071429	21.071429	0.000000	0.000000	0	22	0
525	4	1	1	0.000000	106.000000	29.750000	0.000000	0.000000	0	143	0
526	11	1	1	0.000000	48.818182	15.181818	0.000000	0.000000	0	314	0
527	46	1	1	0.000000	33.326087	8.478261	0.000000	0.000000	0	45	0
528	0	4	3	Inf	Inf	Inf	Inf	Inf	0	875	0
529	3	1	1	0.000000	10.666667	10.666667	0.000000	0.000000	0	2	0
530	1	1	1	0.000000	32.000000	32.000000	0.000000	0.000000	0	19	0
531	3	2	3	0.000000	67.666667	28.666667	0.000000	0.000000	0	47	0
532	6	1	1	0.000000	19.666667	19.666667	0.000000	0.000000	0	15	0
533	9	1	2	0.000000	31.777778	31.777778	0.000000	0.000000	0	22	0
534	26	1	1	0.000000	33.538462	33.076923	0.000000	0.000000	0	57	0
535	5	2	2	0.000000	74.800000	46.600000	0.000000	0.000000	0	24	0
536	55	1	1	0.000000	45.872727	33.527273	0.000000	0.000000	0	20	0
537	2	1	1	0.000000	50.500000	35.500000	0.000000	0.000000	0	23	0
538	10	1	1	0.000000	15.000000	15.000000	0.000000	0.000000	0	28	0
539	5	1	1	0.000000	18.000000	18.000000	0.000000	0.000000	0	18	0
540	1	1	2	0.000000	21.000000	11.000000	0.000000	0.000000	0	19	0
541	7	1	2	0.000000	45.571429	27.571429	0.000000	0.000000	0	49	0
542	3	1	2	0.000000	75.333333	27.000000	0.000000	0.000000	0	63	0
543	18	2	1	0.000000	79.500000	30.388889	0.000000	0.000000	0	106	0
544	0	1	2	Inf	Inf	Inf	Inf	Inf	0	52	0
545	11	1	1	0.000000	25.272727	25.000000	0.000000	0.000000	0	28	0
546	3	1	1	0.000000	47.333333	46.333333	0.000000	0.000000	0	50	0
547	14	1	1	0.000000	56.428571	3.785714	0.000000	0.000000	0	37	0
548	814	0	0	0.000000	14.110565	12.814496	0.000000	0.000000	0	45	0
549	28	1	1	0.000000	26.071429	24.821429	0.000000	0.000000	0	32	0
550	53	1	0	0.000000	24.735849	10.396226	0.000000	0.000000	0	47	0
551	0	1	5	Inf	Inf	Inf	Inf	Inf	0	228	0
552	1	2	2	0.000000	850.000000	9.000000	0.000000	0.000000	0	470	0
553	2	1	2	0.000000	963.500000	15.000000	0.000000	0.000000	0	1436	0
554	89	1	0	0.000000	17.685393	6.966292	0.000000	0.000000	0	29	0
555	0	2	1	Inf	Inf	Inf	Inf	Inf	0	411	0
556	1	1	1	0.000000	216.000000	176.000000	0.000000	0.000000	0	411	0
557	1	1	1	0.000000	15.000000	15.000000	0.000000	0.000000	0	4	0
558	12	1	2	0.000000	25.000000	21.333333	0.000000	0.000000	0	12	0
559	1	2	1	0.000000	36.000000	15.000000	0.000000	0.000000	0	36	0
560	1	1	1	0.000000	10.000000	10.000000	0.000000	0.000000	0	10	0
561	59	1	0	0.000000	17.762712	8.101695	0.000000	0.000000	0	102	0
562	15	1	1	0.000000	12.266667	11.400000	0.000000	0.000000	0	16	0
563	2	2	1	0.000000	56.000000	49.000000	0.000000	0.000000	0	49	0
564	1	1	1	0.000000	38.000000	38.000000	0.000000	0.000000	0	38	0
565	3	1	1	0.000000	47.333333	47.333333	0.000000	0.000000	0	50	0
566	91	1	2	0.000000	41.945055	23.868132	0.000000	0.000000	0	68	0
567	0	1	3	Inf	Inf	Inf	Inf	Inf	0	947	0
568	13	1	1	0.000000	13.538462	11.153846	0.000000	0.000000	0	9	0
569	2	2	1	0.000000	181.000000	39.000000	0.000000	0.000000	0	110	0
570	21	1	1	0.000000	45.190476	20.714286	0.000000	0.000000	0	34	0
571	282	0	0	0.000000	9.248227	8.482270	0.000000	0.000000	0	14	0
572	70	0	0	0.000000	10.000000	7.100000	0.000000	0.000000	0	7	0
573	41	1	1	0.000000	37.121951	31.878049	0.000000	0.000000	0	11	0
574	381	0	0	0.000000	13.958005	12.608924	0.000000	0.000000	0	23	0
575	151	0	0	0.000000	14.841060	13.860927	0.000000	0.000000	0	14	0
576	1	1	1	0.000000	54.000000	39.000000	0.000000	0.000000	0	41	0
577	1	1	5	0.000000	1482.000000	30.000000	0.000000	0.000000	0	1286	0
578	1	4	4	0.000000	429.000000	134.000000	0.000000	0.000000	0	416	0
579	6	1	1	0.000000	12.666667	10.333333	0.000000	0.000000	0	18	0
580	23	1	1	0.000000	21.304348	15.391304	0.000000	0.000000	0	7	0
581	15	2	2	0.000000	37.666667	16.866667	0.000000	0.000000	0	8	0
582	23	1	1	0.000000	16.000000	12.260870	0.000000	0.000000	0	5	0
583	23	1	1	0.000000	20.956522	20.956522	0.000000	0.000000	0	27	0
584	1	1	1	0.000000	9.000000	9.000000	0.000000	0.000000	0	9	0
585	8	2	1	0.000000	50.750000	13.500000	0.000000	0.000000	0	60	0
586	45	1	1	0.000000	15.555556	10.488889	0.000000	0.000000	0	26	0
587	22	1	1	0.000000	27.636364	16.454545	0.000000	0.000000	0	24	0
588	2	1	2	0.000000	81.000000	25.500000	0.000000	0.000000	0	51	0
589	15	1	1	0.000000	17.733333	12.466667	0.000000	0.000000	0	13	0
590	1	1	2	0.000000	329.000000	69.000000	0.000000	0.000000	0	299	0
591	10	1	1	0.000000	11.200000	11.200000	0.000000	0.000000	0	15	0
592	2	1	2	0.000000	27.500000	27.500000	0.000000	0.000000	0	28	0
593	50	1	0	0.000000	13.420000	4.420000	0.000000	0.000000	0	15	0
594	1	2	4	0.000000	473.000000	9.000000	0.000000	0.000000	0	394	0
595	1	1	1	0.000000	17.000000	17.000000	0.000000	0.000000	0	16	0
596	2	2	2	0.000000	265.000000	137.500000	0.000000	0.000000	0	266	0
597	38	1	1	0.000000	21.526316	10.736842	0.000000	0.000000	0	28	0
598	4	1	1	0.000000	34.250000	27.500000	0.000000	0.000000	0	35	0
599	2	1	1	0.000000	10.000000	10.000000	0.000000	0.000000	0	10	0
600	1	2	1	0.000000	23.000000	23.000000	0.000000	0.000000	0	23	0
601	1	2	2	0.000000	115.000000	71.000000	0.000000	0.000000	0	75	0
602	1	1	1	0.000000	17.000000	17.000000	0.000000	0.000000	0	17	0
603	19	2	1	0.000000	113.052632	15.315789	0.000000	0.000000	0	1193	0
604	1	1	2	0.000000	123.000000	32.000000	0.000000	0.000000	0	795	0
605	10	2	1	0.000000	21.200000	21.200000	0.000000	0.000000	0	23	0
606	1	1	1	0.000000	11.000000	11.000000	0.000000	0.000000	0	11	0
607	162	0	0	0.000000	13.604938	11.160494	0.000000	0.000000	0	12	0
608	2	1	2	0.000000	13.000000	10.000000	0.000000	0.000000	0	15	0
609	4	1	1	0.000000	53.750000	53.500000	0.000000	0.000000	0	60	0
610	3	1	2	0.000000	266.333333	53.666667	0.000000	0.000000	0	207	0
611	2	1	3	0.000000	479.000000	28.000000	0.000000	0.000000	0	299	0
612	23	1	1	0.000000	10.956522	8.913043	0.000000	0.000000	0	21	0
613	0	1	1	Inf	Inf	Inf	Inf	Inf	0	1112	0
614	3	1	1	0.000000	11.000000	10.333333	0.000000	0.000000	0	8	0
615	2	1	1	0.000000	26.000000	26.000000	0.000000	0.000000	0	190	0
616	1	5	1	0.000000	2013.000000	32.000000	0.000000	0.000000	0	1841	0
617	0	7	1	Inf	Inf	Inf	Inf	Inf	0	1594	0
618	6	1	1	0.000000	22.666667	22.666667	0.000000	0.000000	0	32	0
619	8	1	1	0.000000	11.375000	11.375000	0.000000	0.000000	0	16	0
620	5	1	1	0.000000	27.400000	6.600000	0.000000	0.000000	0	1626	0
621	1	1	1	0.000000	13.000000	13.000000	0.000000	0.000000	0	13	0
622	2	1	1	0.000000	20.000000	20.000000	0.000000	0.000000	0	20	0
623	60	1	1	0.000000	28.733333	17.416667	0.000000	0.000000	0	44	0
624	4	1	1	0.000000	19.250000	19.250000	0.000000	0.000000	0	23	0
625	8	1	1	0.000000	9.375000	9.375000	0.000000	0.000000	0	7	0
626	39	1	1	0.000000	29.153846	16.794872	0.000000	0.000000	0	19	0
627	45	1	1	0.000000	16.177778	11.111111	0.000000	0.000000	0	27	0
628	5	1	2	0.000000	35.800000	34.200000	0.000000	0.000000	0	26	0
629	15	1	2	0.000000	39.333333	14.400000	0.000000	0.000000	0	46	0
630	46	1	1	0.000000	24.608696	14.195652	0.000000	0.000000	0	39	0
631	83	2	0	0.000000	20.746988	12.481928	0.000000	0.000000	0	25	0
632	12	1	1	0.000000	11.750000	7.833333	0.000000	0.000000	0	12	0
633	1	4	2	0.000000	2333.000000	9.000000	0.000000	0.000000	0	2104	0
634	8	1	2	0.000000	26.125000	20.125000	0.000000	0.000000	0	25	0
635	1	1	3	0.000000	54.000000	14.000000	0.000000	0.000000	0	51	0
636	1	1	2	0.000000	271.000000	23.000000	0.000000	0.000000	0	1145	0
637	18	1	1	0.000000	13.888889	13.888889	0.000000	0.000000	0	18	0
638	8	1	1	0.000000	9.875000	9.875000	0.000000	0.000000	0	10	0
639	11	1	1	0.000000	25.454545	25.454545	0.000000	0.000000	0	27	0
640	9	1	1	0.000000	10.333333	10.333333	0.000000	0.000000	0	11	0
641	6	1	1	0.000000	32.833333	30.166667	0.000000	0.000000	0	279	0
642	1	2	1	0.000000	85.000000	41.000000	0.000000	0.000000	0	45	0
643	109	0	0	0.000000	9.110092	8.899083	0.000000	0.000000	0	7	0
644	8	1	2	0.000000	42.375000	29.750000	0.000000	0.000000	0	46	0
645	5	2	2	0.000000	82.400000	61.600000	0.000000	0.000000	0	81	0
646	2	1	1	0.000000	55.000000	24.500000	0.000000	0.000000	0	45	0
647	1	2	2	0.000000	80.000000	34.000000	0.000000	0.000000	0	79	0
648	1	1	1	0.000000	15.000000	15.000000	0.000000	0.000000	0	15	0
649	16	1	1	0.000000	14.312500	12.875000	0.000000	0.000000	0	15	0
650	24	2	1	0.000000	49.958333	42.666667	0.000000	0.000000	0	63	0
651	3	1	1	0.000000	39.000000	31.666667	0.000000	0.000000	0	33	0
652	91	1	1	0.000000	27.065934	13.120879	0.000000	0.000000	0	46	0
653	1	1	2	0.000000	78.000000	43.000000	0.000000	0.000000	0	30	0
654	6	1	1	0.000000	35.333333	34.666667	0.000000	0.000000	0	19	0
655	25	1	2	0.000000	27.920000	25.120000	0.000000	0.000000	0	34	0
656	2	1	1	0.000000	15.000000	15.000000	0.000000	0.000000	0	16	0
657	20	1	1	0.000000	24.450000	24.450000	0.000000	0.000000	0	28	0
658	1	1	1	0.000000	19.000000	19.000000	0.000000	0.000000	0	19	0
659	4	1	1	0.000000	25.750000	17.500000	0.000000	0.000000	0	29	0
660	1	1	3	0.000000	2001.000000	15.000000	0.000000	0.000000	0	1183	0
661	7	1	1	0.000000	19.142857	16.285714	0.000000	0.000000	0	21	0
662	3	1	2	0.000000	275.333333	41.333333	0.000000	0.000000	0	142	0
663	23	1	1	0.000000	14.565217	5.565217	0.000000	0.000000	0	21	0
664	246	0	0	0.000000	13.105691	12.373984	0.000000	0.000000	0	14	0
665	1	1	5	0.000000	1543.000000	18.000000	0.000000	0.000000	0	924	0
666	10	1	1	0.000000	10.000000	10.000000	0.000000	0.000000	0	14	0
667	1	2	2	0.000000	553.000000	12.000000	0.000000	0.000000	0	177	0
668	1	1	1	0.000000	523.000000	17.000000	0.000000	0.000000	0	253	0
669	20	1	1	0.000000	16.450000	12.900000	0.000000	0.000000	0	14	0
670	1	2	2	0.000000	60.000000	16.000000	0.000000	0.000000	0	9	0
671	0	2	1	Inf	Inf	Inf	Inf	Inf	0	1443	0
672	2	1	1	0.000000	12.000000	12.000000	0.000000	0.000000	0	12	0
673	1	1	1	0.000000	9.000000	9.000000	0.000000	0.000000	0	9	0
674	1	1	1	0.000000	9.000000	9.000000	0.000000	0.000000	0	9	0
675	10	1	2	0.000000	18.200000	14.200000	0.000000	0.000000	0	23	0
676	33	1	1	0.000000	15.575758	9.333333	0.000000	0.000000	0	20	0
677	23	1	1	0.000000	15.130435	12.478261	0.000000	0.000000	0	16	0
678	118	0	1	0.000000	14.025424	5.550847	0.000000	0.000000	0	21	0
679	52	1	0	0.000000	17.269231	10.788462	0.000000	0.000000	0	16	0
680	23	1	1	0.000000	14.869565	12.434783	0.000000	0.000000	0	18	0
681	22	1	1	0.000000	22.954545	7.090909	0.000000	0.000000	0	31	0
682	1	1	1	0.000000	10.000000	10.000000	0.000000	0.000000	0	8	0
683	1	1	2	0.000000	1744.000000	21.000000	0.000000	0.000000	0	878	0
684	37	1	1	0.000000	10.783784	8.648649	0.000000	0.000000	0	13	0
685	8	1	1	0.000000	24.000000	24.000000	0.000000	0.000000	0	24	0
686	71	1	1	0.000000	12.112676	9.887324	0.000000	0.000000	0	14	0
687	1	1	1	0.000000	30.000000	30.000000	0.000000	0.000000	0	1442	0
688	1	1	2	0.000000	72.000000	16.000000	0.000000	0.000000	0	58	0
689	5	1	1	0.000000	11.000000	10.000000	0.000000	0.000000	0	12	0
690	16	1	1	0.000000	18.750000	18.750000	0.000000	0.000000	0	5	0
691	11	1	1	0.000000	12.909091	12.909091	0.000000	0.000000	0	15	0
692	0	1	1	Inf	Inf	Inf	Inf	Inf	0	1645	0
693	0	1	1	Inf	Inf	Inf	Inf	Inf	0	1686	0
694	1	1	1	0.000000	153.000000	24.000000	0.000000	0.000000	0	157	0
695	2	1	1	0.000000	42.500000	9.500000	0.000000	0.000000	0	41	0
696	0	6	1	Inf	Inf	Inf	Inf	Inf	0	818	0
697	1	2	1	0.000000	293.000000	41.000000	0.000000	0.000000	0	703	0
698	10	1	1	0.000000	11.200000	10.600000	0.000000	0.000000	0	7	0
699	6	1	1	0.000000	29.833333	16.833333	0.000000	0.000000	0	10	0
700	2	4	1	0.000000	945.500000	21.000000	0.000000	0.000000	0	135	0
701	301	0	0	0.000000	15.159468	14.441860	0.000000	0.000000	0	15	0
702	2	1	1	0.000000	12.000000	12.000000	0.000000	0.000000	0	14	0
703	1	1	1	0.000000	22.000000	22.000000	0.000000	0.000000	0	22	0
704	1	1	2	0.000000	98.000000	13.000000	0.000000	0.000000	0	14	0
705	12	1	1	0.000000	27.166667	27.166667	0.000000	0.000000	0	40	0
706	74	1	1	0.000000	20.216216	13.472973	0.000000	0.000000	0	33	0
707	92	1	0	0.000000	16.717391	8.445652	0.000000	0.000000	0	26	0
708	4	1	1	0.000000	21.000000	20.750000	0.000000	0.000000	0	22	0
709	11	1	1	0.000000	9.181818	9.181818	0.000000	0.000000	0	9	0
710	14	1	1	0.000000	13.642857	13.642857	0.000000	0.000000	0	180	0
711	1	1	1	0.000000	672.000000	4.000000	0.000000	0.000000	0	533	0
712	7	1	1	0.000000	13.714286	13.714286	0.000000	0.000000	0	8	0
713	32	1	1	0.000000	17.781250	16.781250	0.000000	0.000000	0	16	0
714	275	0	0	0.000000	9.963636	9.814545	0.000000	0.000000	0	15	0
715	125	0	0	0.000000	11.952000	11.056000	0.000000	0.000000	0	10	0
716	14	1	1	0.000000	13.642857	13.642857	0.000000	0.000000	0	19	0
717	10	1	1	0.000000	14.600000	14.600000	0.000000	0.000000	0	21	0
718	8	1	1	0.000000	19.750000	19.750000	0.000000	0.000000	0	22	0
719	6	1	2	0.000000	32.166667	15.500000	0.000000	0.000000	0	197	0
720	14	1	1	0.000000	12.642857	11.500000	0.000000	0.000000	0	13	0
721	181	0	0	0.000000	11.651934	10.801105	0.000000	0.000000	0	7	0
722	1	1	1	0.000000	434.000000	24.000000	0.000000	0.000000	0	414	0
723	9	1	1	0.000000	33.333333	25.000000	0.000000	0.000000	0	27	0
724	4	1	1	0.000000	22.000000	22.000000	0.000000	0.000000	0	23	0
725	2	4	2	0.000000	1951.000000	23.500000	0.000000	0.000000	0	1062	0
726	2	2	3	0.000000	38.000000	26.000000	0.000000	0.000000	0	1	0
727	1	3	3	0.000000	1615.000000	19.000000	0.000000	0.000000	0	1377	0
728	1	1	2	0.000000	2701.000000	36.000000	0.000000	0.000000	0	1520	0
729	0	1	2	Inf	Inf	Inf	Inf	Inf	0	10	0
730	46	1	1	0.000000	13.239130	9.521739	0.000000	0.000000	0	5	0
731	2	1	2	0.000000	32.000000	25.000000	0.000000	0.000000	0	31	0
732	5	1	1	0.000000	14.200000	14.200000	0.000000	0.000000	0	15	0
733	14	1	1	0.000000	11.785714	8.928571	0.000000	0.000000	0	19	0
734	1	1	1	0.000000	16.000000	16.000000	0.000000	0.000000	0	176	0
735	3	1	1	0.000000	19.000000	4.666667	0.000000	0.000000	0	22	0
736	2	2	2	0.000000	34.000000	17.000000	0.000000	0.000000	0	35	0
737	90	0	0	0.000000	11.444444	9.222222	0.000000	0.000000	0	20	0
738	7	1	1	0.000000	11.000000	11.000000	0.000000	0.000000	0	12	0
739	1	1	1	0.000000	9.000000	9.000000	0.000000	0.000000	0	9	0
740	6	1	1	0.000000	11.666667	6.666667	0.000000	0.000000	0	12	0
741	20	1	1	0.000000	17.350000	14.150000	0.000000	0.000000	0	20	0
742	1	2	1	0.000000	23.000000	23.000000	0.000000	0.000000	0	23	0
743	1	4	1	0.000000	1537.000000	2.000000	0.000000	0.000000	0	913	0
744	3	1	1	0.000000	12.000000	11.333333	0.000000	0.000000	0	13	0
745	1	1	1	0.000000	24.000000	24.000000	0.000000	0.000000	0	24	0
746	12	1	1	0.000000	17.750000	17.750000	0.000000	0.000000	0	22	0
747	1	1	1	0.000000	14.000000	13.000000	0.000000	0.000000	0	13	0
748	3	1	1	0.000000	12.000000	12.000000	0.000000	0.000000	0	6	0
749	9	1	1	0.000000	24.444444	18.111111	0.000000	0.000000	0	10	0
750	1	5	4	0.000000	2104.000000	4.000000	0.000000	0.000000	0	1898	0
751	0	2	1	Inf	Inf	Inf	Inf	Inf	0	1396	0
752	1	3	1	0.000000	571.000000	6.000000	0.000000	0.000000	0	1240	0
753	1	2	1	0.000000	669.000000	6.000000	0.000000	0.000000	0	1394	0
754	1	1	2	0.000000	106.000000	4.000000	0.000000	0.000000	0	805	0
755	0	1	4	Inf	Inf	Inf	Inf	Inf	0	1331	0
756	23	1	1	0.000000	14.652174	14.652174	0.000000	0.000000	0	17	0
757	7	1	1	0.000000	9.000000	6.428571	0.000000	0.000000	0	9	0
758	22	1	1	0.000000	15.272727	4.227273	0.000000	0.000000	0	8	0
759	1	2	2	0.000000	538.000000	4.000000	0.000000	0.000000	0	792	0
760	2	1	2	0.000000	74.000000	11.500000	0.000000	0.000000	0	54	0
761	0	1	3	Inf	Inf	Inf	Inf	Inf	0	476	0
762	13	1	1	0.000000	19.846154	10.307692	0.000000	0.000000	0	47	0
763	1	1	1	0.000000	16.000000	16.000000	0.000000	0.000000	0	16	0
764	4	1	1	0.000000	16.000000	16.000000	0.000000	0.000000	0	16	0
765	9	1	1	0.000000	10.666667	9.777778	0.000000	0.000000	0	12	0
766	10	1	1	0.000000	10.600000	10.600000	0.000000	0.000000	0	5	0
767	3	1	1	0.000000	11.000000	11.000000	0.000000	0.000000	0	11	0
768	11	1	1	0.000000	11.818182	11.818182	0.000000	0.000000	0	7	0
769	67	0	0	0.000000	10.582090	7.223881	0.000000	0.000000	0	7	0
770	1	1	1	0.000000	9.000000	9.000000	0.000000	0.000000	0	9	0
771	3	1	1	0.000000	9.000000	9.000000	0.000000	0.000000	0	9	0
772	1	1	2	0.000000	1248.000000	2.000000	0.000000	0.000000	0	776	0
773	15	1	1	0.000000	10.600000	9.866667	0.000000	0.000000	0	14	0
774	1	1	1	0.000000	1655.000000	11.000000	0.000000	0.000000	0	837	0
775	23	1	1	0.000000	11.000000	11.000000	0.000000	0.000000	0	3	0
776	1	1	1	0.000000	20.000000	20.000000	0.000000	0.000000	0	20	0
777	1	1	1	0.000000	1670.000000	5.000000	0.000000	0.000000	0	1387	0
778	1	2	1	0.000000	1718.000000	5.000000	0.000000	0.000000	0	1426	0
779	1	2	2	0.000000	1725.000000	4.000000	0.000000	0.000000	0	1112	0
780	1	3	6	0.000000	915.000000	4.000000	0.000000	0.000000	0	1646	0
781	1	2	1	0.000000	462.000000	9.000000	0.000000	0.000000	0	334	0
782	0	1	1	Inf	Inf	Inf	Inf	Inf	0	1193	0
783	1	1	1	0.000000	11.000000	11.000000	0.000000	0.000000	0	11	0
784	2	1	1	0.000000	12.500000	12.500000	0.000000	0.000000	0	13	0
785	40	1	1	0.000000	11.900000	10.175000	0.000000	0.000000	0	4	0
786	14	1	1	0.000000	9.857143	6.642857	0.000000	0.000000	0	11	0
787	3	1	1	0.000000	12.333333	10.666667	0.000000	0.000000	0	13	0
788	1	2	2	0.000000	1742.000000	3.000000	0.000000	0.000000	0	970	0
